index,published,topic,term,domain,language,valid,de,title,description,en,la,url,image,archive,content,quote,added,feed,country,ipcc,continent
a492c462ed462aacab40d9a33e1bc856,2026-06-01T13:55:00Z,Precipitation,burza,android.com.pl,pl,0.7,"Müssen Sie während eines Sturms Geräte vom Stromnetz trennen? Experten sind sich einig. Es gibt eine Generation, die einen Sturm mit einer Sache verbindet. Sofort alle Geräte ausschalten und schweigend warten, bis der Donner endlich aufhört. Heutzutage gehen wir jedoch, insbesondere in Städten, mit solchem ​​Wetter nachsichtig um. Es stellt sich heraus, dass da eine Menge dahintersteckt …",Czy trzeba wyłączać sprzęty z prądu podczas burzy? Eksperci są zgodni,"Istnieje pokolenie, któremu burza kojarzy się z jednym. Natychmiastowym wyłączaniem każdego sprzętu i cichym oczekiwaniem, aż w końcu przestanie grzmieć. Dziś jednak – szczególnie w miastach – traktujemy taką pogodę pobłażliwie. Okazuje się, że sporo w ten sp…","Do you need to unplug appliances during a storm? Experts agree. There is a generation that associates a storm with one thing. Immediately turning off all equipment and silently waiting until the thunder finally stops. Today, however, especially in cities, we treat such weather leniently. It turns out that there is a lot to this…","Vos postulo ut adjumenta in tempestate unplug? Periti conveniunt. Generatio est quae tempestas cum uno coniungit. Confestim omnem apparatum avertens, tacite expectans, donec tonitrua tandem sistit. Hodie autem, praesertim in urbibus, eiusmodi tempestatem lenius tractamus. Multum huic evenit ut…",https://android.com.pl/tech/1051812-burza-idzie-wylaczaj-wszystko/,https://static.android.com.pl/uploads/2025/11/listwa-zasilajaca-Fot-Thicha-Adobe-Stock-1280x853.jpeg,,"Istnieje pokolenie, któremu burza kojarzy si z jednym. Natychmiastowym wyczaniem kadego sprztu i cichym oczekiwaniem, a w kocu przestanie grzmie. Dzi jednak szczególnie w miastach traktujemy tak pogo… [+2223 chars]",,2026-06-03 05:25:17+00:00,random,,,
b1e974edd2b222f75f9adbe5b5bf71e9,2026-06-02T12:41:00Z,Precipitation,mokra pogoda w Victorii,wiadomosci.gazeta.pl,pl,0.3,"Wettervorhersage für Fronleichnam und das lange Wochenende. IMWM kündigt Unwetter an. - Vor uns liegt eine Woche mit dem für Anfang Juni typischen Wetter, das heißt, es wird warm, stellenweise schwül, aber auch wechselhaft, denn lokal kann es in kurzer Zeit zu heftigen Phänomenen, also Unwettern, starkem Hagel und Regen kommen - sagte die Sprecherin...",Prognoza pogody na Boże Ciało i długi weekend. IMGW zapowiada burze,"- Przed nami tydzień z pogodą typową dla początku czerwca, czyli będzie ciepło, miejscami parno, ale także zmiennie, bo lokalnie może dochodzić do gwałtownych zjawisk, czyli burz, opadów intensywnego gradu oraz deszczu w krótkim czasie - powiedziała rzecznicz…","Weather forecast for Corpus Christi and the long weekend. IMWM announces storms. - We have a week ahead of us with weather typical of the beginning of June, which means it will be warm, muggy in places, but also changeable, because locally there may be violent phenomena, i.e. storms, heavy hail and rain in a short period of time - said the spokeswoman...","Weather for forecast for Corpus Christi and the long weekend. IMWM tempestates denuntiat. - Septimana ante nos habemus tempestatem typicam ineunte Iunio, id quod minime erit calidum, muggy in locis, sed etiam mutabile, quia localiter phaenomena vehementes esse possunt, i.e. tempestates, graves grandines et pluviae in brevi temporis spatio - dixit orator...","https://wiadomosci.gazeta.pl/pogoda-i-klimat/7,198071,32830278,prognoza-pogody-na-boze-cialo-i-dlugi-weekend-imgw-zapowiada.html","https://bi.im-g.pl/im/45/43/1f/z32781637IER,Burza--zdjecie-ilustracyjne-.jpg",,"Jak informuje synoptyczka, od wtorku (2 czerwca) do pitku (4 czerwca) temperatura w wielu regionach Polski wyniesie okoo 23-28 st. C, a lokalnie przekroczy te wartoci. - Modele numeryczne do zgodnie … [+1777 chars]",,2026-06-04 09:10:00+00:00,acwe,Australia,SAU,Oceania
aaaf43ca06eba432d5232021b680dc6d,2026-06-02T08:22:00Z,Precipitation,ulewny deszcz,next.gazeta.pl,pl,0.8,"Das Wetter an Fronleichnam wird nicht überall gut sein. Unwetter und Hagel werden viele Regionen Polens treffen. Anfang Juni wird es in Polen hohe Temperaturen, aber auch wechselndes Wetter geben. IMWM warnt davor, dass es in vielen Regionen zu Stürmen mit Starkregen, Hagel und starkem Wind kommen kann.",Pogoda na Boże Ciało nie wszędzie dopisze. Burze i grad uderzą w wiele regionów Polski,"Początek czerwca przyniesie w Polsce wysokie temperatury, ale także zmienną pogodę. IMGW ostrzega, że w wielu regionach mogą pojawić się burze z ulewnym deszczem, gradem i silnym wiatrem.","The weather on Corpus Christi will not be good everywhere. Storms and hail will hit many regions of Poland. The beginning of June will bring high temperatures in Poland, but also variable weather. IMWM warns that storms with heavy rain, hail and strong winds may occur in many regions.","Tempestas in festo Corporis Christi non erit ubique bona. Tempestates et grandines multas regiones Poloniae tangent. Principium Iunii in Polonia temperaturas altas, sed etiam tempestates varias afferet. IMWM monet procellas cum imbribus, grandinibus et ventis validis in multis regionibus fieri posse.","https://next.gazeta.pl/next/7,151003,32829954,pogoda-na-boze-cialo-nie-wszedzie-dopisze-burze-i-grad-uderza.html","https://bi.im-g.pl/im/ac/a1/1e/z32117420IER,Burza--zdjecie-ilustracyjne-.jpg",,"Weekendy Bożego Ciała upłynie pod znakiem ciepłego i wilgotnego powietrza, które stworzy dobre warunki do rozwoju gwałtownych zjawisk atmosferycznych. Choć termometry pokażą nawet 27 stopni Celsjusza… [+2058 chars]",,2026-06-04 09:10:00+00:00,random,,,
62ae176d0c32be9a17feebf9faa7eee3,2026-06-03T11:04:30Z,Storm,wichura,wydarzenia.interia.pl,pl,0.9,"„Tische flogen, dann fielen Bäume auf Autos.“ Tornado in Rom. Ein gefährlicher Tornado hat den nördlichen Teil Roms heimgesucht. Zeugen zufolge „passierte alles innerhalb weniger Minuten“, und der Sturm warf Bäume um, die auf darunter geparkte Autos fielen. Einige Straßen waren für einige Zeit gesperrt.","""Stoły latały, potem drzewa przewróciły się na samochody"". Tornado w Rzymie","Niebezpieczne tornado uderzyło w północną część Rzymu. Według świadków ""wszystko zdarzyło się w ciągu kilku minut"", a wichura powalała drzewa, które spadały na zaparkowane poniżej samochody. Niektóre drogi przez pewien czas były zablokowane.","""Tables were flying, then trees fell on cars."" Tornado in Rome. A dangerous tornado hit the northern part of Rome. According to witnesses, ""everything happened within a few minutes"", and the storm knocked down trees that fell on cars parked below. Some roads were blocked for some time.","""Tabulae volabant, tunc arbores in carros ceciderunt."" Romae apud Polluc. Periculosus turbo septentrionalem urbis Romae partem percussit. Secundum testes, ""omnia intra paucas minutas facta sunt"", et tempestas arbores quae in carros infra collocatae ceciderunt. Quaedam viae aliquamdiu clausae sunt.","https://wydarzenia.interia.pl/zagranica/news-bardzo-wietrzne-miasto-tornado-uderzylo-w-europejska-stolice,nId,23491671",https://i.iplsc.com/-/000MVNSJ6Y9GI8K5-C461.jpg,,"W rod rano gwatowne burze zanotowano w wielu regionach Woch. W stolic kraju, Rzym uderzyo tornado, które poamao wiele drzew i gazi, powodujc powane utrudnienia w ruchu. W 14 regionach obowizuj óte al… [+1988 chars]",,2026-06-07 12:07:57+00:00,random,,,
ba4efed783e3b90a8c34674a44430ef1,2026-06-06T07:24:46Z,Tropical Cyclone,lek,www.money.pl,pl,0.9,"Der chinesische Riese dringt in polnische Häfen ein. Die chinesische COSCO Shipping Lines greift stärker in die Häfen der Dreistädte ein. Ab Juni wird der neue Dienst das BCT-Terminal in Gdynia abdecken, und Ende August wird der Baltic Hub in Danzig dem Fernost-Europa-Verbindungsnetz beitreten - informiert das Portal trojmiasto.pl.",Chiński gigant wchodzi do polskich portów,"Chiński COSCO Shipping Lines mocniej wchodzi do trójmiejskich portów. Od czerwca nowy serwis obejmie terminal BCT w Gdyni, a pod koniec sierpnia do siatki połączeń Daleki Wschód–Europa dołączy Baltic Hub w Gdańsku - informuje portal trojmiasto.pl.","The Chinese giant enters Polish ports. Chinese COSCO Shipping Lines is entering Tricity ports more strongly. From June, the new service will cover the BCT terminal in Gdynia, and at the end of August, the Baltic Hub in Gdańsk will join the Far East-Europe connection network - informs the trojmiasto.pl portal.","Sinenses gigas portus Poloniae intrat. Sinenses COSCO lineas Shipping fortius intrat Tricity portus. Ab Iunio, novum ministerium BCT terminalem in Gdynia operiet, et exeunte Augusto, Hub Balticum in Gdańsk coniunget coniunctionem retis longinqui-Europe - trojmiasto.pl portal informat.",https://www.money.pl/firma/chinski-gigant-wchodzi-do-polskich-portow-7293868171033056a.html,https://v.wpimg.pl/NDBlZmNhYSUjDixeYRNsMGBWeAQnSmJmN05gT2FZd3ZyFHULJwQrNiccNUMpGjs0IxsqQz4EYSUyBXUbf0cqLTEcNgw3RyspIAk-QipYeiB7CDlUY1t6cidBblp9XWMlJFVoQHsOe3ByCTwOL197ImAR,,"Chiski armator COSCO Shipping Lines rozszerza obecno w trójmiejskich portach. Od czerwca Batycki Terminal Kontenerowy w Gdyni zostanie wczony do nowego serwisu dowozowego GGS, realizowanego przez COS… [+1545 chars]",,2026-06-08 05:11:44+00:00,random,,,
03583b28da2b7b8c2771ef1708b1b4c0,2026-06-04T08:31:10Z,Wildfire,pożar,wiadomosci.wp.pl,pl,0.9,"Feuer in der Woiwodschaft Lebus. Eine Abfallbehandlungsanlage brannte. Am Donnerstag löschten 15 Feuerwehren einen Brand, der in der Abfallaufbereitungsanlage in Ciepielówek in der Provinz ausgebrochen war. Lubuskie. Das Feuer brach in einer der Hallen aus und konnte unter Kontrolle gebracht werden - sagte der Sprecher der Lubuskie State Fire Service, Junior Brig. Arkadiusz Kaniak. Für den Fall…",Pożar w Lubuskiem. Płonął zakład utylizacji odpadów,"15 zastępów straży pożarnej gasiło w czwartek pożar, który wybuchł na terenie zakładu utylizacji odpadów w Ciepielówku w woj. lubuskim. Ogień pojawił się w jednej z hal, został opanowany - przekazał rzecznik lubuskiej PSP mł. bryg. Arkadiusz Kaniak. W zdarzen…","Fire in Lubuskie Province. A waste treatment plant was on fire. On Thursday, 15 fire brigades extinguished a fire that broke out at the waste treatment plant in Ciepielówek in the province. Lubuskie. The fire broke out in one of the halls and was brought under control - said the spokesman for the Lubuskie State Fire Service, Junior Brig. Arkadiusz Kaniak. In the event…","Ignis in Provincia Lubuskie. Planta in igne vastitas curatio. Feria quinta, 15 brigades ignis exstinguitur incendium, quod exarsit in vastatione herbarum in Ciepielówek in provincia. Lubuskie. Ignis in una atria erupit et in potestatem redactus dixit orator pro Service Civitatis Lubuskie Fire, Junior Brig. Arkadiusz Kaniak. In eventu…",https://wiadomosci.wp.pl/pozar-w-lubuskiem-plonal-zaklad-utylizacji-odpadow-7293153558178240a,https://v.wpimg.pl/ZTIyNjlkdTUoGzhZQxB4IGtDbAMFSXZ2PFt0SENaY2Z5AWEMBQc_JiwJIUQLGS8kKA4-RBwHdTU5EGEcXUQ-PToJIgsVRD85KxwqRVgJaTYtSypcQQ07YipUel4PWHc1fRh7Rw4OYzF7S3hTCFJibGsE,,"Do sub zgoszenie o poarze wpyno w czwartek w nocy, o godz. 3.38. Ogie pojawi si w hali, w której znajduje si m.in. spalarnia, a dokadnie w jej czci, gdzie skadowane s odpady przygotowane do tej formy… [+805 chars]",,2026-06-08 18:11:34+00:00,random,,,
430a5af173d807a570a111261b3d755c,2026-06-06T03:18:53Z,Wildfire,pożar,wiadomosci.wp.pl,pl,0.9,Es geschah nachts. Trump über das Kriegsende und die Auseinandersetzungen im Nahen Osten. Donald Trump kündigte eine enge Einigung zwischen Russland und der Ukraine an. US-Truppen stießen mit iranischen Streitkräften zusammen und das Repräsentantenhaus stimmte über Sanktionen gegen Moskau ab. In einer Halle in Starogard Gdański ist ein gefährlicher Brand ausgebrochen.,Działo się w nocy. Trump o końcu wojny i starcia na Bliskim Wschodzie,"Donald Trump zapowiedział bliskie porozumienie między Rosją i Ukrainą. Wojska USA starły się z siłami irańskimi, a Izba Reprezentantów przegłosowała sankcje na Moskwę. W Starogardzie Gdańskim wybuchł groźny pożar hali.","It happened at night. Trump on the end of the war and clashes in the Middle East. Donald Trump announced a close agreement between Russia and Ukraine. US troops clashed with Iranian forces, and the House of Representatives voted on sanctions against Moscow. A dangerous fire broke out in a hall in Starogard Gdański.","Accidit nocte. Trump in fine belli et concurrit in Medio Oriente. Donald Trump arctam concordiam inter Russiam et Ucrainam denuntiavit. Copiae US cum Iranianis conflixerunt, et Domus Repraesentatorum sanctiones contra Moscuam decreverunt. Ignis periculosus erupit in aula Starogard Gdański.",https://wiadomosci.wp.pl/dzialo-sie-w-nocy-trump-o-koncu-wojny-i-starcia-na-bliskim-wschodzie-7293808864684512a,https://v.wpimg.pl/MjkxZDVlYgsKGix3eRdvHklCeC0_TmFIHlpgZnldfVhfAGx8ZUMrAwcdKCEmA2MNGQ0qJSEcYxoHVzs0P0M7W0QcMzcmACwTRB03JjMIYl5SHT5yZVwoR11BOHR7WHVZXFU7cTVZYAtTS2h9Zwh4Dw4dOWYr,,"Zapraszamy na skrót wydarze z nocy, czyli najwaniejsze i najciekawsze materiay wybrane przez redakcj Wirtualnej Polski. Znajdziesz go codziennie rano na stronie gównej WP.
Trump zapowiada porozumien… [+4255 chars]",,2026-06-08 18:11:34+00:00,random,,,
676b6f10eabed02a36ffdbfe7b2e1dd8,2026-06-03T08:12:34Z,Precipitation,burza,wiadomosci.wp.pl,pl,0.7,"Sturm in Polen nach Selenskyjs Entscheidung bezüglich der UPA. Der Leiter des Außenministeriums der Ukraine reagiert. Der ukrainische Außenminister Andriy Sybiha betonte, dass die Verschlechterung der Beziehungen zu Polen weder den Ukrainern noch den Polen zugute komme. Er betonte, dass es angesichts der Bedrohung durch Russland notwendig sei, Konflikte zu vermeiden und die Zusammenarbeit fortzusetzen. Eine solche Position ist…",Burza w Polsce po decyzji Zełenskiego ws. UPA. Szef MSZ Ukrainy reaguje,"Minister spraw zagranicznych Ukrainy Andrij Sybiha podkreślił, że pogarszanie relacji z Polską nie służy ani Ukraińcom, ani Polakom. Zaznaczył, że w obliczu zagrożenia ze strony Rosji konieczne jest unikanie konfliktów i dalsza współpraca. Takie stanowisko za…","Storm in Poland after Zelensky's decision regarding UPA. The head of the Ministry of Foreign Affairs of Ukraine reacts. Ukrainian Foreign Minister Andriy Sybiha emphasized that deteriorating relations with Poland does not benefit either Ukrainians or Poles. He stressed that in the face of the threat from Russia, it is necessary to avoid conflicts and continue cooperation. Such a position is…",Tempestas in Polonia postquam Zelensky decrevit de UPA. Caput Ministerii Negotiis Foreignorum Ucrainae reagit. Minister Externorum Ucraina Andriy Sybiha inculcavit corrumpi relationes cum Polonia vel Ucrainis vel Polonis non prodesse. In facie comminationis e Russia confirmavit necessarium esse conflictus vitare et cooperationem continuare. Talis positio est…,https://wiadomosci.wp.pl/burza-w-polsce-po-decyzji-zelenskiego-ws-upa-szef-msz-ukrainy-reaguje-7292818455583168a,https://v.wpimg.pl/YmI3ZTUydgwoUSxnegJ7GWsJeD08W3VPPBFgdnpIa1l5S21iZVY_BCVWKDElFncKO0YqNSIJdx0lHDskPFYvXGZXMyclFTgUZlY3NjAddlV_AWxlbUo_QC0FaGd4TW0OKh47YmVKdFt7Bjg2YhxsXyhRaHYo,,"<ul><li>Minister Andrij Sybiha uzna, e zaostrzenie relacji polsko-ukraiskich jest niekorzystne dla obu narodów.</li><li>Przyczyn napi staa si decyzja prezydenta Ukrainy o nadaniu jednostce wojskowej … [+4113 chars]",,2026-06-09 17:33:51+00:00,random,,,
2fe6e4497ba6c28121a307f9ee789e4d,2026-06-08T14:04:24Z,Snow&Ice,kry,wydarzenia.interia.pl,pl,0.9,"Stoßzahn unter Beschuss. „Das Gepolter hat ein Ende“, „wir müssen uns an den Tisch setzen“. „Könnten Sie sich zur Abwechslung einmal auf die Seite Polens stellen?“ - Der Abgeordnete Marcin Horała kommentierte die Aussage von Donald Tusk. Der Regierungschef appellierte am Montag an Karol Nawrocki und Wolodymyr Selenskyj zu einem „direkten und ehrlichen Gespräch“ über…","Tusk w ogniu krytyki. ""Skończyło się rumakowanie"", ""trzeba usiąść do stołu""","""Czy mógłby pan chociaż raz dla odmiany po prostu stanąć po stronie Polski?"" - skomentował wypowiedź Donalda Tuska poseł Marcin Horała. Szef rządu w poniedziałek zaapelował do Karola Nawrockiego i Wołodymyra Zełenskiego o ""bezpośrednią i szczerą rozmowę"" w ob…","Tusk under fire. ""The rumbling is over"", ""we have to sit down at the table"". ""Could you just side with Poland for once for a change?"" - MP Marcin Horała commented on Donald Tusk's statement. The head of government on Monday appealed to Karol Nawrocki and Volodymyr Zelensky for a ""direct and honest conversation"" regarding…","Sub igne dentis. ""Super murmur"", ""sedere ad mensam debemus"". ""Numquid tu tantum latus cum Polonia semel pro mutatione?"" - MP Marcin Horała in Donaldi Tusk sententiam commentavit. Moderator regiminis die Lunae ad Karol Nawrocki et Volodymyr Zelensky provocavit ob colloquium directum et honestum.","https://wydarzenia.interia.pl/kraj/news-skonczylo-sie-rumakowanie-nie-chce-by-nasza-mlodziez-poszla,nId,23493376",https://i.iplsc.com/-/000MWBWQTB5QCG8U-C461.jpg,,"W skrócie
<ul><li>
Marcin Horaa i inni politycy PiS skrytykowali apel Donalda Tuska do Karola Nawrockiego i Woodymyra Zeenskiego o szczer i bezporedni rozmow.
</li><li>
Politycy Koalicji Obywatel… [+4084 chars]",,2026-06-09 17:33:51+00:00,random,,,
ae6fc0c42995bd0a887a853d6eb3bc70,2026-06-07T10:28:00Z,Drought,niski poziom wody w zachodniej Australii,kobieta.gazeta.pl,pl,0.3,"Es spendet Schatten, sieht toll aus und bedeutet ... Ärger. Pflanzen Sie diesen Baum besser nicht neben der Terrasse. Ein Blick auf die ausladende Krone genügt, um zu verstehen, woher die Beliebtheit der Weide kommt. Es handelt sich um einen der charakteristischsten Bäume der polnischen Landschaft. Obwohl es umwerfend aussieht, verfügt es über Funktionen, die zu endlosen Problemen führen können ...","Daje cień, wygląda obłędnie i oznacza... kłopoty. Lepiej nie sadź tego drzewa obok tarasu","Wystarczy jedno spojrzenie na rozłożystą koronę, by zrozumieć, skąd bierze się popularność wierzby. To jedno z najbardziej charakterystycznych drzew polskiego krajobrazu. Choć zachwyca wyglądem, ma cechy, które mogą stać się źródłem niekończących się problemó…","It gives shadow, looks amazing and means... trouble. Better not plant this tree next to the terrace. One look at the spreading crown is enough to understand where the willow's popularity comes from. It is one of the most characteristic trees in the Polish landscape. Although it looks stunning, it has features that can become a source of endless problems...","Dat umbram, mirabile visu, et significat malum. Melius hanc arborem iuxta xystum non serito. Inspice coronam sparsam satis intelligere, ubi gratia salicta sit. Est una ex notissimis arboribus in landscape Poloniae. Etsi attonitus spectat, features habet, quae sine fine problematum fons fieri potest.","https://kobieta.gazeta.pl/dom-i-ogrod/7,197735,32822082,daje-cien-wyglada-oblednie-i-oznacza-klopoty-lepiej-nie.html","https://bi.im-g.pl/im/ab/67/1d/z30833323IER,Wierzba.jpg",,"Niektóre rośliny sadzi się dla kwiatów, inne dla owoców. Wierzbę wybiera się głównie dla atmosfery, jaką tworzy wokół siebie. Jej zwisające gałęzie od wieków inspirują poetów, malarzy i twórców ludow… [+4843 chars]",,2026-06-10 18:14:20+00:00,acwe,Australia,CAU,Oceania
